text,term_true,cat_true,pol_true,analysis
"so , four days after buying this laptop , it stopped booting .",['LAPTOP'],['OPERATION_PERFORMANCE'],['0'],"[{'category': 'Operation_Performance', 'aspect': 'Laptop', 'segment': 'it stopped booting', 'sentiment': 'negative'}]"
"for the four days i used it , it worked pretty good .",['LAPTOP'],['OPERATION_PERFORMANCE'],['2'],"[{'category': 'Operation_Performance', 'aspect': 'Laptop', 'segment': 'for the four days i used it', 'sentiment': 'positive'}, {'category': 'Operation_Performance', 'aspect': 'Laptop', 'segment': 'it worked pretty good', 'sentiment': 'positive'}]"
this laptop is not worth the time and definitely not the money .,['LAPTOP'],['GENERAL'],['0'],"[{'category': 'Price', 'aspect': 'Laptop', 'segment': 'this laptop is not worth the time', 'sentiment': 'negative'}, {'category': 'Price', 'aspect': 'Laptop', 'segment': 'not the money', 'sentiment': 'negative'}]"
we call tech support together and the guy who answers is just so not interested in helping .,['SUPPORT'],['OPERATION_PERFORMANCE'],['0'],"[{'category': 'Quality', 'aspect': 'Support', 'segment': 'the guy who answers is just so not interested in helping', 'sentiment': 'negative'}]"
i am extremely disappointed with this laptop .,['LAPTOP'],['GENERAL'],['0'],"[{'category': 'General', 'aspect': 'Laptop', 'segment': 'i am extremely disappointed', 'sentiment': 'negative'}]"
update : this is by far and away the worst computer i have ever purchased .,['LAPTOP'],['GENERAL'],['0'],"[{'category': 'General', 'aspect': 'Laptop', 'segment': 'this is by far and away the worst computer i have ever purchased', 'sentiment': 'negative'}]"
"got the second laptop , died within a month and same thing .",['LAPTOP'],['GENERAL'],['0'],"[{'category': 'Operation_Performance', 'aspect': 'Laptop', 'segment': 'got the second laptop', 'sentiment': 'negative'}, {'category': 'Operation_Performance', 'aspect': 'Laptop', 'segment': 'died within a month', 'sentiment': 'negative'}]"
this kept plaguing the laptop as more problems kept piling up including various bsod errors mostly involving the hardware .,"['HARDWARE', 'LAPTOP']","['QUALITY', 'QUALITY']","['0', '0']","[{'category': 'Operation_Performance', 'aspect': 'Laptop', 'segment': 'this kept plaguing the laptop', 'sentiment': 'negative'}, {'category': 'Operation_Performance', 'aspect': 'Laptop', 'segment': 'various bsod errors mostly involving the hardware', 'sentiment': 'negative'}]"
poor design and terrible tech support .,"['LAPTOP', 'SUPPORT']","['DESIGN_FEATURES', 'GENERAL']","['0', '0']","[{'category': 'Design_Features', 'aspect': 'Laptop', 'segment': 'poor design', 'sentiment': 'negative'}, {'category': 'Quality', 'aspect': 'Support', 'segment': 'terrible tech support', 'sentiment': 'negative'}]"
this computer is amazing !,['LAPTOP'],['GENERAL'],['2'],"[{'category': 'General', 'aspect': 'Laptop', 'segment': 'this computer is amazing', 'sentiment': 'positive'}]"
"quite like this laptop so far , only writing this review so early from owning it to receive that nice msi headset .","['LAPTOP', 'MULTIMEDIA_DEVICES']","['GENERAL', 'GENERAL']","['2', '2']","[{'category': 'General', 'aspect': 'Laptop', 'segment': 'quite like this laptop so far', 'sentiment': 'positive'}]"
"not too happy with msi , likely to return this laptop .","['COMPANY', 'LAPTOP']","['GENERAL', 'GENERAL']","['0', '0']","[{'category': 'Quality', 'aspect': 'Company', 'segment': 'not too happy with msi', 'sentiment': 'negative'}, {'category': 'Quality', 'aspect': 'Company', 'segment': 'likely to return this laptop', 'sentiment': 'negative'}]"
this laptop was great starting out of the box .,['LAPTOP'],['GENERAL'],['2'],"[{'category': 'General', 'aspect': 'Laptop', 'segment': 'this laptop was great starting out of the box', 'sentiment': 'positive'}]"
"their support page is very buggy , and the support people are unhelpful .","['SUPPORT', 'SUPPORT']","['GENERAL', 'GENERAL']","['0', '0']","[{'category': 'Quality', 'aspect': 'Support', 'segment': 'their support page is very buggy', 'sentiment': 'negative'}, {'category': 'Quality', 'aspect': 'Support', 'segment': 'the support people are unhelpful', 'sentiment': 'negative'}]"
sooooo i would avoid this and i ' m pretty much avoiding the optane drive which may have been part of the issue .,['GRAPHICS'],['GENERAL'],['0'],"[{'category': 'Operation_Performance', 'aspect': 'Hard_Disc', 'segment': 'i would avoid this', 'sentiment': 'negative'}, {'category': 'Operation_Performance', 'aspect': 'Hard_Disc', 'segment': 'the optane drive which may have been part of the issue', 'sentiment': 'negative'}]"
after this issue i finally decided to return my product .,['LAPTOP'],['GENERAL'],['0'],"[{'category': 'Quality', 'aspect': 'Product', 'segment': 'i finally decided to return my product', 'sentiment': 'negative'}]"
good luck this customer tech support and msi has absolutely no idea how to help you .,"['SUPPORT', 'SUPPORT']","['GENERAL', 'GENERAL']","['0', '0']","[{'category': 'Quality', 'aspect': 'Support', 'segment': 'good luck this customer tech support', 'sentiment': 'negative'}, {'category': 'Quality', 'aspect': 'Support', 'segment': 'msi has absolutely no idea how to help you', 'sentiment': 'negative'}]"
i ' ve had to do a factory reset on this piece of garbage 4 times and i ' ve only owned it for 4 months .,['LAPTOP'],['GENERAL'],['0'],"[{'category': 'Operation_Performance', 'aspect': 'Software', 'segment': ""i ' ve had to do a factory reset on this piece of garbage 4 times"", 'sentiment': 'negative'}]"
you can feel the plastic bending if you pick up the laptop with one hand .,['LAPTOP'],['DESIGN_FEATURES'],['0'],"[{'category': 'Quality', 'aspect': 'Construction', 'segment': 'you can feel the plastic bending', 'sentiment': 'negative'}]"
i really loved this laptop .,['LAPTOP'],['GENERAL'],['2'],"[{'category': 'General', 'aspect': 'Laptop', 'segment': 'i really loved this laptop', 'sentiment': 'positive'}]"
i will never own another msi product .,['LAPTOP'],['GENERAL'],['0'],"[{'category': 'General', 'aspect': 'Company', 'segment': 'i will never own another msi product', 'sentiment': 'negative'}]"
"now i feel bad buying this for my child , as this laptop seem to have a solid rating elsewhere .","['LAPTOP', 'LAPTOP']","['GENERAL', 'GENERAL']","['0', '0']","[{'category': 'Quality', 'aspect': 'Laptop', 'segment': 'now i feel bad buying this for my child', 'sentiment': 'negative'}, {'category': 'Quality', 'aspect': 'Laptop', 'segment': 'as this laptop seem to have a solid rating elsewhere', 'sentiment': 'positive'}]"
so i ' m stuck with a 3 month old laptop that does n ' t work .,['LAPTOP'],['GENERAL'],['0'],"[{'category': 'General', 'aspect': 'Laptop', 'segment': ""i ' m stuck with a 3 month old laptop that does n ' t work"", 'sentiment': 'negative'}]"
eventually got to the point that even when i reinstalled windows it was so slow that there are clearly serious build defects / instabilities on this product .,['LAPTOP'],['QUALITY'],['0'],"[{'category': 'Operation_Performance', 'aspect': 'Windows', 'segment': 'eventually got to the point that even when i reinstalled windows it was so slow', 'sentiment': 'negative'}, {'category': 'Operation_Performance', 'aspect': 'Windows', 'segment': 'there are clearly serious build defects / instabilities on this product', 'sentiment': 'negative'}]"
when it is functioning it works great .,['LAPTOP'],['OPERATION_PERFORMANCE'],['0'],"[{'category': 'Operation_Performance', 'aspect': 'Laptop', 'segment': 'when it is functioning it works great', 'sentiment': 'positive'}]"
finding out you bought garbage for the steep price of $ 700 + .,['LAPTOP'],['GENERAL'],['0'],"[{'category': 'General', 'aspect': 'Laptop', 'segment': 'finding out you bought garbage', 'sentiment': 'negative'}, {'category': 'Price', 'aspect': 'Laptop', 'segment': 'for the steep price of $ 700 +', 'sentiment': 'negative'}]"
"overall a decent laptop if not for these problems , also , the laptop has minor screen freezes even while playing low graphical games like league of legends .","['LAPTOP', 'LAPTOP']","['GENERAL', 'OPERATION_PERFORMANCE']","['2', '0']","[{'category': 'Operation_Performance', 'aspect': 'Screen', 'segment': 'the laptop has minor screen freezes', 'sentiment': 'negative'}, {'category': 'Operation_Performance', 'aspect': 'Screen', 'segment': 'even while playing low graphical games like league of legends', 'sentiment': 'negative'}]"
laptop malfunctioned and stopped working after only 3 months .,['LAPTOP'],['OPERATION_PERFORMANCE'],['0'],"[{'category': 'Operation_Performance', 'aspect': 'Laptop', 'segment': 'laptop malfunctioned and stopped working', 'sentiment': 'negative'}]"
"it does have a nice screen that is very bright , decent viewing angle and ok for contrast .","['DISPLAY', 'DISPLAY', 'DISPLAY', 'DISPLAY']","['GENERAL', 'GENERAL', 'GENERAL', 'GENERAL']","['2', '2', '2', '2']","[{'category': 'Design_Features', 'aspect': 'Display', 'segment': 'nice screen', 'sentiment': 'positive'}, {'category': 'Design_Features', 'aspect': 'Display', 'segment': 'very bright', 'sentiment': 'positive'}, {'category': 'Design_Features', 'aspect': 'Display', 'segment': 'decent viewing angle', 'sentiment': 'positive'}, {'category': 'Design_Features', 'aspect': 'Display', 'segment': 'ok for contrast', 'sentiment': 'positive'}]"
the keyboard is very nice and very responsive .,"['KEYBOARD', 'KEYBOARD']","['OPERATION_PERFORMANCE', 'OPERATION_PERFORMANCE']","['2', '2']","[{'category': 'Design_Features', 'aspect': 'Keyboard', 'segment': 'the keyboard is very nice', 'sentiment': 'positive'}, {'category': 'Design_Features', 'aspect': 'Keyboard', 'segment': 'very responsive', 'sentiment': 'positive'}]"
"i love the fast bootup time with the optane memory , a nice alternative to a very expensive ssd .","['OS', 'MEMORY']","['OPERATION_PERFORMANCE', 'OPERATION_PERFORMANCE']","['2', '2']","[{'category': 'Operation_Performance', 'aspect': 'Memory', 'segment': 'fast bootup time with the optane memory', 'sentiment': 'positive'}, {'category': 'Operation_Performance', 'aspect': 'Memory', 'segment': 'nice alternative to a very expensive ssd', 'sentiment': 'positive'}]"
the charge doesn ' t last like the five hours it stated but instead last three hours .,['POWER_SUPPLY'],['OPERATION_PERFORMANCE'],['0'],"[{'category': 'Operation_Performance', 'aspect': 'Battery', 'segment': ""the charge doesn ' t last like the five hours it stated"", 'sentiment': 'negative'}, {'category': 'Operation_Performance', 'aspect': 'Battery', 'segment': 'but instead last three hours', 'sentiment': 'negative'}]"
had it for a month and it ' s riddled with problems .,['LAPTOP'],['GENERAL'],['0'],"[{'category': 'Operation_Performance', 'aspect': 'Laptop', 'segment': ""it ' s riddled with problems"", 'sentiment': 'negative'}]"
"as others have said , the only downside is the slow 5400 rpm 1 tb hard drive .",['HARD_DISC'],['OPERATION_PERFORMANCE'],['0'],"[{'category': 'Operation_Performance', 'aspect': 'Hard_Disc', 'segment': 'slow 5400 rpm 1 tb hard drive', 'sentiment': 'negative'}]"
"+ very good ips matte fhd panel , zero reflections , almost zero light bleed , average brightness .",['DISPLAY'],['DESIGN_FEATURES'],['2'],"[{'category': 'Design_Features', 'aspect': 'Display', 'segment': 'very good ips matte fhd panel', 'sentiment': 'positive'}, {'category': 'Design_Features', 'aspect': 'Display', 'segment': 'zero reflections', 'sentiment': 'positive'}, {'category': 'Design_Features', 'aspect': 'Display', 'segment': 'almost zero light bleed', 'sentiment': 'positive'}, {'category': 'Design_Features', 'aspect': 'Display', 'segment': 'average brightness', 'sentiment': 'positive'}]"
"used as bought , it is an ok laptop , but not great ( probably a 3 star value ) .","['LAPTOP', 'LAPTOP']","['GENERAL', 'GENERAL']","['1', '1']","[{'category': 'General', 'aspect': 'Laptop', 'segment': 'used as bought , it is an ok laptop , but not great', 'sentiment': 'neutral'}]"
- no ethernet port ( not that i ' ve used or needed one that i can recall ),['PORTS'],['DESIGN_FEATURES'],['0'],"[{'category': 'Design_Features', 'aspect': 'Connectivity', 'segment': 'no ethernet port', 'sentiment': 'negative'}]"
no backlit keyboard .,['KEYBOARD'],['DESIGN_FEATURES'],['0'],"[{'category': 'Design_Features', 'aspect': 'Keyboard', 'segment': 'no backlit keyboard', 'sentiment': 'negative'}]"
it has plenty of power for most tasks .,['POWER_SUPPLY'],['OPERATION_PERFORMANCE'],['2'],"[{'category': 'Operation_Performance', 'aspect': 'CPU', 'segment': 'plenty of power for most tasks', 'sentiment': 'positive'}]"
"the only weak point of the laptop is the hard drive it come with , but luckily this laptop is extendable - 2 ram slots and one m .","['LAPTOP', 'LAPTOP']","['DESIGN_FEATURES', 'DESIGN_FEATURES']","['2', '2']","[{'category': 'Operation_Performance', 'aspect': 'Hard_Disc', 'segment': 'the only weak point of the laptop is the hard drive it come with', 'sentiment': 'negative'}, {'category': 'Design_Features', 'aspect': 'Memory', 'segment': 'luckily this laptop is extendable - 2 ram slots and one m . 2 slot for ssd', 'sentiment': 'positive'}]"
"i paid $ 500 for a 15 ` ` notebook with 8gb ram , latest i5 - 8250u cpu with reasonable weight and its quite extendable , i am happy for this deal .","['LAPTOP', 'LAPTOP', 'LAPTOP']","['DESIGN_FEATURES', 'DESIGN_FEATURES', 'DESIGN_FEATURES']","['2', '2', '2']","[{'category': 'Price', 'aspect': 'Laptop', 'segment': 'i paid $ 500 for a 15 ` ` notebook with 8gb ram , latest i5 - 8250u cpu with reasonable weight and its quite extendable', 'sentiment': 'positive'}, {'category': 'Price', 'aspect': 'Laptop', 'segment': 'i am happy for this deal', 'sentiment': 'positive'}]"
"also , i ' m not a fan of the delete and power button being next to each other , now i see what the other people are complaining about accidentally shutting it off .",['KEYBOARD'],['DESIGN_FEATURES'],['0'],"[{'category': 'Design_Features', 'aspect': 'Button_Placement', 'segment': 'the delete and power button being next to each other', 'sentiment': 'negative'}, {'category': 'Design_Features', 'aspect': 'Button_Placement', 'segment': 'accidentally shutting it off', 'sentiment': 'negative'}]"
haven ' t had any issues yet so pretty glad i chose this .,['LAPTOP'],['OPERATION_PERFORMANCE'],['2'],"[{'category': 'General', 'aspect': 'Laptop', 'segment': ""haven ' t had any issues yet"", 'sentiment': 'positive'}, {'category': 'General', 'aspect': 'Laptop', 'segment': 'pretty glad i chose this', 'sentiment': 'positive'}]"
very nice looking laptop for the money .,"['LAPTOP', 'LAPTOP']","['DESIGN_FEATURES', 'PRICE']","['2', '2']","[{'category': 'Design_Features', 'aspect': 'Laptop', 'segment': 'very nice looking laptop', 'sentiment': 'positive'}]"
"features windows 10 , sharp display , and card slot for m .","['OS', 'DISPLAY', 'PORTS']","['GENERAL', 'OPERATION_PERFORMANCE', 'GENERAL']","['2', '2', '2']","[{'category': 'Design_Features', 'aspect': 'Display', 'segment': 'sharp display', 'sentiment': 'positive'}, {'category': 'Design_Features', 'aspect': 'Ports', 'segment': 'card slot for m . 2 ssd', 'sentiment': 'positive'}, {'category': 'Operation_Performance', 'aspect': 'OS', 'segment': 'features windows 10', 'sentiment': 'positive'}]"
