text,term_true,cat_true,pol_true,analysis,term,cat,pol,seg
"i love the fast bootup time with the optane memory , a nice alternative to a very expensive ssd .","['OS', 'MEMORY']","['OPERATION_PERFORMANCE', 'OPERATION_PERFORMANCE']","['2', '2']","[{'category': 'Operation_Performance', 'aspect': 'Bootup Time', 'segment': 'fast bootup time', 'sentiment': 'positive', 'review_id': 541}, {'category': 'Design_Features', 'aspect': 'Optane Memory', 'segment': 'optane memory', 'sentiment': 'positive', 'review_id': 541}, {'category': 'Operation_Performance', 'aspect': 'SSD', 'segment': 'nice alternative to a very expensive ssd', 'sentiment': 'positive', 'review_id': 541}]","['Bootup Time', 'Optane Memory', 'SSD']","['Operation_Performance', 'Design_Features', 'Operation_Performance']","[2, 2, 2]","['fast bootup time', 'optane memory', 'nice alternative to a very expensive ssd']"
the charge doesn ' t last like the five hours it stated but instead last three hours .,['POWER_SUPPLY'],['OPERATION_PERFORMANCE'],['0'],"[{'category': 'Battery', 'aspect': 'charge', 'segment': ""the charge doesn ' t last like the five hours it stated"", 'sentiment': 'negative', 'review_id': 542}, {'category': 'Battery', 'aspect': 'hours', 'segment': 'but instead last three hours', 'sentiment': 'negative', 'review_id': 542}]","['charge', 'hours']","['Battery', 'Battery']","[0, 0]","[""the charge doesn ' t last like the five hours it stated"", 'but instead last three hours']"
had it for a month and it ' s riddled with problems .,['LAPTOP'],['GENERAL'],['0'],"[{'category': 'Operation_Performance', 'aspect': 'Problems', 'segment': 'riddled with problems', 'sentiment': 'negative', 'review_id': 543}]",['Problems'],['Operation_Performance'],[0],['riddled with problems']
"as others have said , the only downside is the slow 5400 rpm 1 tb hard drive .",['HARD_DISC'],['OPERATION_PERFORMANCE'],['0'],"[{'category': 'Operation_Performance', 'aspect': 'Hard Drive', 'segment': 'the only downside is the slow 5400 rpm 1 tb hard drive', 'sentiment': 'negative', 'review_id': 544}]",['Hard Drive'],['Operation_Performance'],[0],['the only downside is the slow 5400 rpm 1 tb hard drive']
"+ very good ips matte fhd panel , zero reflections , almost zero light bleed , average brightness .",['DISPLAY'],['DESIGN_FEATURES'],['2'],[],[],[],[],[]
"used as bought , it is an ok laptop , but not great ( probably a 3 star value ) .","['LAPTOP', 'LAPTOP']","['GENERAL', 'GENERAL']","['1', '1']","[{'category': 'Use', 'aspect': 'Laptop', 'segment': 'used as bought , it is an ok laptop , but not great ( probably a 3 star value ) .', 'sentiment': 'negative', 'review_id': 546}]",['Laptop'],['Use'],[0],"['used as bought , it is an ok laptop , but not great ( probably a 3 star value ) .']"
- no ethernet port ( not that i ' ve used or needed one that i can recall ),['PORTS'],['DESIGN_FEATURES'],['0'],"[{'category': 'Design_Features', 'aspect': 'Ethernet Port', 'segment': 'no ethernet port', 'sentiment': 'negative', 'review_id': 547}]",['Ethernet Port'],['Design_Features'],[0],['no ethernet port']
no backlit keyboard .,['KEYBOARD'],['DESIGN_FEATURES'],['0'],[],[],[],[],[]
it has plenty of power for most tasks .,['POWER_SUPPLY'],['OPERATION_PERFORMANCE'],['2'],"[{'category': 'Operation_Performance', 'aspect': 'CPU', 'segment': 'it has plenty of power for most tasks', 'sentiment': 'positive', 'review_id': 549}]",['CPU'],['Operation_Performance'],[2],['it has plenty of power for most tasks']
"the only weak point of the laptop is the hard drive it come with , but luckily this laptop is extendable - 2 ram slots and one m .","['LAPTOP', 'LAPTOP']","['DESIGN_FEATURES', 'DESIGN_FEATURES']","['2', '2']","[{'category': 'Operation_Performance', 'aspect': 'Hard Drive', 'segment': 'the only weak point of the laptop is the hard drive it come with', 'sentiment': 'negative', 'review_id': 550}, {'category': 'Design_Features', 'aspect': 'Laptop', 'segment': 'but luckily this laptop is extendable - 2 ram slots and one m . 2 ssd slot', 'sentiment': 'positive', 'review_id': 550}]","['Hard Drive', 'Laptop']","['Operation_Performance', 'Design_Features']","[0, 2]","['the only weak point of the laptop is the hard drive it come with', 'but luckily this laptop is extendable - 2 ram slots and one m . 2 ssd slot']"
"i paid $ 500 for a 15 ` ` notebook with 8gb ram , latest i5 - 8250u cpu with reasonable weight and its quite extendable , i am happy for this deal .","['LAPTOP', 'LAPTOP', 'LAPTOP']","['DESIGN_FEATURES', 'DESIGN_FEATURES', 'DESIGN_FEATURES']","['2', '2', '2']","[{'category': 'Price', 'aspect': 'Notebook', 'segment': 'i paid $ 500 for a 15 ` ` notebook', 'sentiment': 'positive', 'review_id': 551}, {'category': 'Operation_Performance', 'aspect': 'RAM', 'segment': 'with 8gb ram', 'sentiment': 'positive', 'review_id': 551}, {'category': 'Operation_Performance', 'aspect': 'CPU', 'segment': 'latest i5 - 8250u cpu', 'sentiment': 'positive', 'review_id': 551}, {'category': 'Design_Features', 'aspect': 'Notebook', 'segment': 'with reasonable weight', 'sentiment': 'positive', 'review_id': 551}, {'category': 'Design_Features', 'aspect': 'Notebook', 'segment': 'and its quite extendable', 'sentiment': 'positive', 'review_id': 551}]","['Notebook', 'RAM', 'CPU', 'Notebook', 'Notebook']","['Price', 'Operation_Performance', 'Operation_Performance', 'Design_Features', 'Design_Features']","[2, 2, 2, 2, 2]","['i paid $ 500 for a 15 ` ` notebook', 'with 8gb ram', 'latest i5 - 8250u cpu', 'with reasonable weight', 'and its quite extendable']"
"also , i ' m not a fan of the delete and power button being next to each other , now i see what the other people are complaining about accidentally shutting it off .",['KEYBOARD'],['DESIGN_FEATURES'],['0'],"[{'category': 'Design_Features', 'aspect': 'Button Placement', 'segment': 'delete and power button being next to each other', 'sentiment': 'negative', 'review_id': 552}, {'category': 'Design_Features', 'aspect': 'Button Placement', 'segment': 'now i see what the other people are complaining about accidentally shutting it off', 'sentiment': 'negative', 'review_id': 552}]","['Button Placement', 'Button Placement']","['Design_Features', 'Design_Features']","[0, 0]","['delete and power button being next to each other', 'now i see what the other people are complaining about accidentally shutting it off']"
haven ' t had any issues yet so pretty glad i chose this .,['LAPTOP'],['OPERATION_PERFORMANCE'],['2'],"[{'category': 'General', 'aspect': 'Product', 'segment': ""haven ' t had any issues yet so pretty glad i chose this"", 'sentiment': 'positive', 'review_id': 553}]",['Product'],['General'],[2],"[""haven ' t had any issues yet so pretty glad i chose this""]"
very nice looking laptop for the money .,"['LAPTOP', 'LAPTOP']","['DESIGN_FEATURES', 'PRICE']","['2', '2']",[],[],[],[],[]
"features windows 10 , sharp display , and card slot for m .","['OS', 'DISPLAY', 'PORTS']","['GENERAL', 'OPERATION_PERFORMANCE', 'GENERAL']","['2', '2', '2']","[{'category': 'Design_Features', 'aspect': 'Windows 10', 'segment': 'features windows 10', 'sentiment': 'positive', 'review_id': 555}, {'category': 'Design_Features', 'aspect': 'Display', 'segment': 'sharp display', 'sentiment': 'positive', 'review_id': 555}, {'category': 'Design_Features', 'aspect': 'Card Slot', 'segment': 'card slot for m . 2 ssd', 'sentiment': 'positive', 'review_id': 555}]","['Windows 10', 'Display', 'Card Slot']","['Design_Features', 'Design_Features', 'Design_Features']","[2, 2, 2]","['features windows 10', 'sharp display', 'card slot for m . 2 ssd']"
great quality computer .,['LAPTOP'],['QUALITY'],['2'],"[{'category': 'Quality', 'aspect': 'Computer', 'segment': 'great quality computer', 'sentiment': 'positive', 'review_id': 556}]",['Computer'],['Quality'],[2],['great quality computer']
"like the flip , this has good build quality .","['LAPTOP', 'LAPTOP']","['GENERAL', 'QUALITY']","['2', '2']","[{'category': 'Design_Features', 'aspect': 'Build Quality', 'segment': 'has good build quality', 'sentiment': 'positive', 'review_id': 557}]",['Build Quality'],['Design_Features'],[2],['has good build quality']
so far it has been able to handle everything i ' ve thrown at it .,['LAPTOP'],['OPERATION_PERFORMANCE'],['2'],"[{'category': 'Operation_Performance', 'aspect': 'Computer', 'segment': ""so far it has been able to handle everything i ' ve thrown at it"", 'sentiment': 'positive', 'review_id': 558}]",['Computer'],['Operation_Performance'],[2],"[""so far it has been able to handle everything i ' ve thrown at it""]"
"all in all , pretty good stuff .",['LAPTOP'],['GENERAL'],['2'],"[{'category': 'Overall', 'aspect': 'all in all', 'segment': 'all in all, pretty good stuff', 'sentiment': 'positive', 'review_id': 559}]",['all in all'],['Overall'],[2],"['all in all, pretty good stuff']"
2 and this laptop is an epic powerhouse for under $ 700 .,['LAPTOP'],['GENERAL'],['2'],[],[],[],[],[]
very good laptop if you want something lightweight for everyday browsing .,"['LAPTOP', 'LAPTOP']","['DESIGN_FEATURES', 'DESIGN_FEATURES']","['2', '2']",[],[],[],[],[]
"excellent hardware , however i ran into some nasty trouble after updating windows 10 .","['HARDWARE', 'OS']","['GENERAL', 'GENERAL']","['2', '2']","[{'category': 'Operation_Performance', 'aspect': 'Windows 10', 'segment': 'after updating windows 10', 'sentiment': 'negative', 'review_id': 562}, {'category': 'Design_Features', 'aspect': 'Hardware', 'segment': 'excellent hardware', 'sentiment': 'positive', 'review_id': 562}]","['Windows 10', 'Hardware']","['Operation_Performance', 'Design_Features']","[0, 2]","['after updating windows 10', 'excellent hardware']"
"so , shortly after buying it i had to format it .",['LAPTOP'],['OPERATION_PERFORMANCE'],['0'],"[{'category': 'Operation_Performance', 'aspect': 'Computer', 'segment': 'so , shortly after buying it i had to format it', 'sentiment': 'negative', 'review_id': 563}]",['Computer'],['Operation_Performance'],[0],"['so , shortly after buying it i had to format it']"
"and just now , the computer says it is plugged in but not charging .",['LAPTOP'],['OPERATION_PERFORMANCE'],['0'],"[{'category': 'Operation_Performance', 'aspect': 'Battery', 'segment': 'the computer says it is plugged in but not charging', 'sentiment': 'negative', 'review_id': 564}]",['Battery'],['Operation_Performance'],[0],['the computer says it is plugged in but not charging']
the fingerprint reader works most of the time .,['HARDWARE'],['OPERATION_PERFORMANCE'],['2'],"[{'category': 'Operation_Performance', 'aspect': 'Fingerprint reader', 'segment': 'the fingerprint reader works most of the time', 'sentiment': 'positive', 'review_id': 565}]",['Fingerprint reader'],['Operation_Performance'],[2],['the fingerprint reader works most of the time']
the sound is fine for me but not as good as external speakers .,"['MULTIMEDIA_DEVICES', 'MULTIMEDIA_DEVICES']","['OPERATION_PERFORMANCE', 'OPERATION_PERFORMANCE']","['2', '2']","[{'category': 'Sound', 'aspect': 'Sound', 'segment': 'the sound is fine for me', 'sentiment': 'positive', 'review_id': 566}, {'category': 'Sound', 'aspect': 'Sound', 'segment': 'but not as good as external speakers', 'sentiment': 'negative', 'review_id': 566}]","['Sound', 'Sound']","['Sound', 'Sound']","[2, 0]","['the sound is fine for me', 'but not as good as external speakers']"
not that this machine boots up slow .,"['LAPTOP', 'LAPTOP']","['OPERATION_PERFORMANCE', 'OPERATION_PERFORMANCE']","['0', '0']","[{'category': 'Operation_Performance', 'aspect': 'Boot_up_time', 'segment': 'not that this machine boots up slow', 'sentiment': 'negative', 'review_id': 567}]",['Boot_up_time'],['Operation_Performance'],[0],['not that this machine boots up slow']
great value for a laptop .,['LAPTOP'],['GENERAL'],['2'],"[{'category': 'Value', 'aspect': 'Laptop', 'segment': 'great value for a laptop', 'sentiment': 'positive', 'review_id': 568}]",['Laptop'],['Value'],[2],['great value for a laptop']
love the 15 inch screen in the body of a 14 inch body .,['DISPLAY'],['GENERAL'],['2'],"[{'category': 'Design_Features', 'aspect': 'Screen', 'segment': 'love the 15 inch screen', 'sentiment': 'positive', 'review_id': 569}, {'category': 'Design_Features', 'aspect': 'Body', 'segment': 'in the body of a 14 inch body', 'sentiment': 'positive', 'review_id': 569}]","['Screen', 'Body']","['Design_Features', 'Design_Features']","[2, 2]","['love the 15 inch screen', 'in the body of a 14 inch body']"
cheaply made plastic but performance is well worth the trade for a $ 500 laptop .,"['LAPTOP', 'LAPTOP', 'LAPTOP']","['QUALITY', 'OPERATION_PERFORMANCE', 'OPERATION_PERFORMANCE']","['0', '2', '2']","[{'category': 'Design_Features', 'aspect': 'Laptop', 'segment': 'cheaply made plastic', 'sentiment': 'negative', 'review_id': 570}, {'category': 'Operation_Performance', 'aspect': 'Laptop', 'segment': 'performance is well worth the trade for a $ 500 laptop', 'sentiment': 'positive', 'review_id': 570}]","['Laptop', 'Laptop']","['Design_Features', 'Operation_Performance']","[0, 2]","['cheaply made plastic', 'performance is well worth the trade for a $ 500 laptop']"
touchpad works well .,['KEYBOARD'],['DESIGN_FEATURES'],['2'],"[{'category': 'Design_Features', 'aspect': 'Touchpad', 'segment': 'touchpad works well', 'sentiment': 'positive', 'review_id': 571}]",['Touchpad'],['Design_Features'],[2],['touchpad works well']
the speakers are mediocre and don ' t put out too much volume and are sensitive to position .,['MULTIMEDIA_DEVICES'],['OPERATION_PERFORMANCE'],['1'],"[{'category': 'Sound', 'aspect': 'Speakers', 'segment': 'the speakers are mediocre', 'sentiment': 'negative', 'review_id': 572}, {'category': 'Sound', 'aspect': 'Volume', 'segment': ""don ' t put out too much volume"", 'sentiment': 'negative', 'review_id': 572}, {'category': 'Sound', 'aspect': 'Position', 'segment': 'are sensitive to position', 'sentiment': 'negative', 'review_id': 572}]","['Speakers', 'Volume', 'Position']","['Sound', 'Sound', 'Sound']","[0, 0, 0]","['the speakers are mediocre', ""don ' t put out too much volume"", 'are sensitive to position']"
